transactionId,userId,amount,description,merchantName,mccCode,timestamp,label
481c5d93-ae56-5da4-a558-edfb1bc58000,c431b7e2-0446-58d6-87f6-9c8bc2f695c9,324.79,CARD PURCHASE RESTORAN,KAFE ROMASHKA,5813,2026-08-26T12:33:30Z,FOOD_AND_DRINKS
327aecc1-acad-5a08-bfba-a99402b8711a,4d6e147a-ff5c-5f20-8344-6b36c1dd09ea,4016.6,service fee cash withdrawal card*2791,CASH WITHDRAWAL,6011,2026-03-11T17:27:29Z,BANKING_AND_FEES
fcf5f8e4-77fa-5016-ac70-c7b03bdb335f,3bcf1077-a7b4-55cb-a108-f70133053351,13478.57,TINKOFF ACQ EVENT BOOKING NETFLIKS CARD*7370,Netfliks,7996,2026-02-19T23:34:11Z,ENTERTAINMENT
2a6867ae-3840-557c-9054-c99f62f8b714,c431b7e2-0446-58d6-87f6-9c8bc2f695c9,1800.54,PAYMENT AT COFEE BAR,Kofe Point,5814,2026-11-05T14:07:15Z,FOOD_AND_DRINKS
715a2b66-2942-5d43-b050-01c63fe93e02,91518622-3d25-568a-a262-95d7668a52e0,3060.39,TINKOFF ACQ store payment SBERMARKET,SBERMARKET,5422,2026-05-05T12:20:53Z,GROCERIES
0e92341a-2971-58bd-8e7d-2e2c1c74f198,4d6e147a-ff5c-5f20-8344-6b36c1dd09ea,212.68,preauth ticket purchase TRANSPORT CARD ONLINE TERM784793 partial capture,TRANSPORT CARD,4789,2026-10-01T09:18:02Z,TRANSPORT
f25826c6-8143-5099-a3d6-a75034e5cb4c,3bcf1077-a7b4-55cb-a108-f70133053351,50000.0,account operation,Card Terminal,,2026-05-12T02:28:55Z,UNDEFINED
6aca14f7-4342-5eb9-84dc-a45e49019171,a62bf21c-02f3-5f7c-ad70-5d8252546053,4034.15,cash handling CASH WITHDRAWAL,CASH WITHDRAWAL,6012,2026-09-06T14:45:18Z,BANKING_AND_FEES
f90b2055-254a-59cf-ad06-7baeaef32481,91518622-3d25-568a-a262-95d7668a52e0,581.6,vtb acq service fee broker servis,Broker Servis,6011,2026-04-25T19:25:31Z,BANKING_AND_FEES
36c7575c-4b55-5386-a5bc-ca8fd0e493bd,8c77383e-4a97-52c5-a98f-d5e19c1d31a5,150.54,JKH online cabinet,Mosenergo,9399,2026-12-15T12:54:04Z,BILLS_AND_GOVERNMENT
3e998984-1ee2-585e-ab4b-723281a9fe00,fd8649e0-2743-549e-9324-e822b738f7b4,140.08,payment gateway/utair,Pobeda Air,4789,2026-07-07T08:56:41Z,TRANSPORT
120f1502-52a3-5972-8f05-0baa244adb3a,57cf6386-9351-5c35-a78c-790e95537200,5679.33,clinic visit Helix,Helix,8099,2026-04-16T09:08:37Z,HEALTH
adf1848f-2648-5a83-80e8-77f6c0c52f1c,c42ff710-b228-5868-b631-17b3b6cf3c5a,439.82,SERVICE FEE CARD TRANSFER,CARD TRANSFER,,2026-06-10T11:24:49Z,BANKING_AND_FEES
2421e64e-018b-57fc-ac80-ee8c223a6392,fd8649e0-2743-549e-9324-e822b738f7b4,1884.11,food market Yandex Lavka,Yandex Lavka,5451,2026-04-03T11:08:48Z,GROCERIES
8f914822-1f74-563d-b812-9d6844620f43,7bf49fae-ad5a-533f-926a-d1e19c7d7174,81.28,preauth APPLE.COM/BILL RIDE PAYMENT UBER TRIP partial capture,UBER TRIP,4131,2026-09-07T19:18:41Z,TRANSPORT
f68a4582-33e1-5e12-a438-0b4450043dfb,00545921-da63-5912-ae5e-0555ba71b020,11462.81,banking operation,RESTORE,5942,2026-02-01T20:04:00Z,RETAIL_SHOPPING
7c0553fb-29ad-5493-b295-b61a42049a24,71fb6f0e-c6eb-59c7-bed5-6dcc8b352814,17.78,TINKOFF ACQ AEROEXPRESS AUTOPAY INSTALLMENT 11/5,AEROEXPRESS,4131,2026-09-05T10:20:25Z,TRANSPORT
85526265-c598-55d8-9c5c-52c867663766,02a48d61-604a-5c71-8f28-512913c2818a,7948.85,service adjustment,Payment Gateway,,2026-12-09T05:23:08Z,UNDEFINED
20828021-8c2f-5bc1-9135-1f4b03a3d47b,ff732ded-3c8e-59e4-8add-dcfca8046f5c,31897.51,account operation REF847313,Unknown Merchant,,2026-01-02T00:15:02Z,UNDEFINED
2af060eb-dc7a-549c-a3fa-400107a4d5d8,6701a0c3-7b19-588f-b53d-7d7d93300e8a,234.92,russian railways autopay,POBEDA,4511,2026-03-01T09:04:56Z,TRANSPORT
a7d3354a-65c7-5cfd-b6db-ec2c8b60db68,943dca49-0efd-5b76-aebc-06dd980c21d3,6340.48,Internet Provider service payment,Internet Provider,9399,2026-09-25T10:09:00Z,BILLS_AND_GOVERNMENT
1ae591e5-3530-57c1-89ea-4c306fc89a72,372095c5-049a-532d-8cb7-59ff7df927c1,3267.64,DNS online shop INV96317,DNS,5732,2026-03-23T11:58:14Z,RETAIL_SHOPPING
3bad7614-d98f-50cc-b998-d01095e67722,a133f0c3-a4ea-5da2-bafe-a129ae7f86dd,290.31,SHOP ALIEXPRESS INSTALLMENT 3/12,ALIEXPRESS,5942,2026-04-10T16:59:51Z,RETAIL_SHOPPING
d23dfd56-33b6-5049-a1bc-8986170a9b10,4d6e147a-ff5c-5f20-8344-6b36c1dd09ea,3636.03,aliexpress marketplace order,AliExpress,,2026-09-12T14:28:19Z,RETAIL_SHOPPING
d14170b5-b3f4-5b97-aa63-34c6772b4ff3,d120d33e-f0b7-5c9b-be1b-3c962e29c973,-10159.29,refund club payment CINEMA,CINEMA,7922,2026-02-15T17:51:50Z,ENTERTAINMENT
b6dd3405-35b2-53ce-809a-14fe42e8c25a,8c77383e-4a97-52c5-a98f-d5e19c1d31a5,15735.66,Gоsuslugi autopay recurring,Gosuslugi,4900,2026-11-05T06:57:54Z,BILLS_AND_GOVERNMENT
fd5d589d-6887-533d-9633-b708df126bca,df16b70a-ba5b-552d-aeaa-1fe007d60714,34307.67,unknown online charge KAZAN,Unknown Merchant,8999,2026-01-03T08:24:08Z,UNDEFINED
4318bee8-8c21-5ab8-8571-b5c3d92bd209,ca246355-9a12-5b45-9caf-533a37eeac72,50000.0,general payment,Processing Center,,2026-04-22T07:17:34Z,UNDEFINED
67217574-c77b-5423-b20a-07cd1b148397,fd8649e0-2743-549e-9324-e822b738f7b4,-530.14,reversal atm operation P2P Hub INV78662,P2P Hub,4829,2026-10-19T11:36:12Z,BANKING_AND_FEES
12b6f80e-fdc3-5076-bb79-18ba99d23d26,df16b70a-ba5b-552d-aeaa-1fe007d60714,1429.84,manual processing KAZAN,Processing Center,4829,2026-06-23T21:25:37Z,UNDEFINED
b30ec863-cc93-596a-ac25-7fff4e1f7865,3e540fdf-fb23-503f-8cb4-9ffefc8ebf6e,77.0,preauth POBEDA commute partial capture,POBEDA,4131,2026-03-13T17:46:44Z,TRANSPORT
c2131e8a-a702-5b9c-a435-dd9fd73453a7,91518622-3d25-568a-a262-95d7668a52e0,50000.0,balance correction,Unknown Merchant,,2026-01-20T10:14:40Z,UNDEFINED
22d3b12f-365b-5c10-bb81-295b7cd478aa,01949d4c-69e3-597d-aa8d-3635c05e8e54,10731.24,store payment азбука вкуса recurring,Азбука Вкуса,,2026-01-10T07:44:04Z,GROCERIES
c33ffc3a-4f3b-5ea2-b498-e05cff5cdab5,4d6e147a-ff5c-5f20-8344-6b36c1dd09ea,36773.04,service adjustment ONLINE,Unknown Merchant,,2026-03-13T05:46:04Z,UNDEFINED
d1da00fb-0d42-5f35-99e7-c791b24ccb31,01949d4c-69e3-597d-aa8d-3635c05e8e54,3138.32,preauth COFEE BAR ONLINE ORDER partial capture,Kofe Point,5813,2026-12-18T20:16:42Z,FOOD_AND_DRINKS
c70ab72f-7a11-5a8b-9117-b2875764dbc0,768d5adb-47bc-5b60-bb04-84c1948da582,217.6,VTB ACQ LUNCH Kofeynya Utro,Kofeynya Utro,5812,2026-11-10T09:30:54Z,FOOD_AND_DRINKS
205a9442-80aa-5255-908a-9c049f0103b4,3e540fdf-fb23-503f-8cb4-9ffefc8ebf6e,32935.87,transaction review YEKATERINBURG,Online Service,8999,2026-09-02T12:52:33Z,UNDEFINED
5c01e43d-681c-5f8d-a7ae-fad7611d2fe3,487cef14-6609-5c5d-8b48-642c202f71f6,758.02,Mosenergo online cabinet INSTALLMENT 10/12,Mosenergo,4814,2026-04-05T07:27:05Z,BILLS_AND_GOVERNMENT
27db32ce-6cd6-58ed-86ad-ff1b1a6bb8f1,a62bf21c-02f3-5f7c-ad70-5d8252546053,-2837.04,refund food market Фермер Маркет SAMARA TERM516656,FRESH MKT,5411,2026-10-17T18:07:26Z,GROCERIES
2f46e8bb-89dd-5df9-8f27-d720e720b9cf,37d230fb-fd3f-5800-bfae-dcf548da1fa5,981.57,ticket purchase Steam recurring,Steam,7999,2026-08-28T06:11:17Z,ENTERTAINMENT
e4e8b678-0d7b-5c42-9b83-82b2b7401a90,ca246355-9a12-5b45-9caf-533a37eeac72,1441.47,Utility Provider service payment recurring,Utility Provider,5813,2026-05-28T11:43:06Z,BILLS_AND_GOVERNMENT
106f359e-1bcc-5cba-8b72-1e3e5fb49978,21f099e0-9af9-59b5-bae2-d530b363c794,1656.13,preauth transport card top up TRANSPORT CARD partial capture,Metro Moskva,4789,2026-03-03T17:45:32Z,TRANSPORT
27743f30-8387-5aaf-9ce0-d13713606c44,487cef14-6609-5c5d-8b48-642c202f71f6,2403.04,VTB ACQ Epic Games online service,Epic Games,,2026-11-01T18:23:31Z,ENTERTAINMENT
feedaaed-83fe-5c3a-9145-c9e3d6b12974,96b2591c-dbce-5b72-8f1c-2c6790da655e,24904.76,tinkoff pay/bankomat card*1449,Bankomat,6011,2026-11-07T13:41:26Z,BANKING_AND_FEES
88abdc47-e7da-594a-867e-6c6d8d3ae5ec,943dca49-0efd-5b76-aebc-06dd980c21d3,-441.13,reversal card transfer Kard Transfer,Kard Transfer,6012,2026-06-15T13:13:29Z,BANKING_AND_FEES
15205ded-2bea-5edb-8f9a-457307beda35,57cf6386-9351-5c35-a78c-790e95537200,6042.04,APPLE.COM/BILL/RIGLA INV90707,Rigla,8021,2026-11-23T18:19:12Z,HEALTH
e0456c56-6694-5ade-bb5c-614779938288,edcad412-cc91-5a58-bceb-91a282e95cd9,2277.55,Samok repeat order recurring,Samokat,5499,2026-12-10T11:34:40Z,GROCERIES
9b403774-ceab-5511-a73c-6528807b820b,fd8649e0-2743-549e-9324-e822b738f7b4,57.14,ride payment Citymobil,Citymobil,4111,2026-12-28T17:26:50Z,TRANSPORT
5e98cd95-1d5c-5b96-86e7-8945912ef064,5b0e29a6-148a-547b-9800-9da0e3a5d32e,50000.0,unknown online charge,Payment Gateway,0000,2026-12-06T02:31:21Z,UNDEFINED
76806ce1-3d5a-5d66-ad2c-118caf185d9f,4c90340a-1912-536b-9606-e3c6a5afebc3,6164.23,gov pay recurring bill online term923353,GOV PAY,9399,2026-07-01T10:12:46Z,BILLS_AND_GOVERNMENT
a411f989-78a0-52a6-83f8-14f948f57a4d,1542ce5b-d2fe-5938-be01-bd9346a6db02,105.39,ticket purchase Metro Moscow recurring,Metro Moscow,4131,2026-09-15T07:04:52Z,TRANSPORT
77ffacaa-b0f8-558c-9ab4-db0900ec6489,5dd1120d-3617-502a-a5c8-e101e023c7d0,1026.37,Rostelekom service payment,,9399,2026-12-05T10:46:01Z,BILLS_AND_GOVERNMENT
2a0c059e-13d0-5187-93d8-96f0ac9dbce4,d120d33e-f0b7-5c9b-be1b-3c962e29c973,375.88,store payment samokat moscow term150947,Samokat,5813,2026-07-15T18:07:35Z,GROCERIES
3981fe09-b6be-5627-a028-95bfe1780f86,71fb6f0e-c6eb-59c7-bed5-6dcc8b352814,849.4,SВЕRРАУ/Реrекrеsток,Perekrestok,5411,2026-04-25T14:53:33Z,GROCERIES
c0786d36-7253-520f-b2a5-0c12edba871a,21f099e0-9af9-59b5-bae2-d530b363c794,25135.63,ROBOKASSA pharmacy purchase Invitro,Invitro,5912,2026-03-03T16:04:46Z,HEALTH
c6b700a0-fe01-5dfd-897d-9a4891b8ee10,9f67dda8-f440-5a90-9c67-d12cb1ea9da8,44257.13,YOOKASSA CASH HANDLING BANK COMMISSION,BANK COMMISSION,6012,2026-07-24T10:06:54Z,BANKING_AND_FEES
ddcb5022-e6e3-5bca-8efc-545e524aacae,df729d4e-d30a-5e39-9ee2-552f0b4936dd,2576.11,banking operation,Sber Market,5441,2026-08-26T18:41:56Z,GROCERIES
d3d74e62-753c-57c4-9852-560e647ce22d,2f49b439-5710-5b3a-85b6-7286f9c05024,1204.1,grocery purchase Samokat INV89918 recurring,Samokat,5499,2026-12-28T09:07:56Z,GROCERIES
cb6d602e-bcfa-5eb1-881c-111f53bc2e02,4d6e147a-ff5c-5f20-8344-6b36c1dd09ea,8768.36,shop DNS,DNS,8021,2026-02-14T21:46:15Z,RETAIL_SHOPPING
5f2935c4-aee6-5715-8e97-6c79ea54321b,ca246355-9a12-5b45-9caf-533a37eeac72,1493.24,SBER ACQ Restoran Volga online order ONLINE TERM178501,Stolovaya Universitet,5813,2026-07-27T12:05:29Z,FOOD_AND_DRINKS
02e68939-098f-5995-a39b-13a5c7b98dd0,4461bda2-3444-559c-bab0-0cc5fe86c9dd,1543.57,manual processing,Unknown Merchant,7299,2026-04-28T09:21:35Z,UNDEFINED
502c0fef-64e9-5b7d-8369-c634e689a100,d5c033d6-936d-5c91-bab8-c994f25e045d,1694.53,EPIC online service,EPIC,5815,2026-04-04T23:25:13Z,ENTERTAINMENT
dcd6d217-0893-5813-8203-71b35c21a7ae,13d65f5b-2e59-5a4b-afd4-fa38ae1dee03,635.06,COFFEE LIKE online order INV60950,Kofe Point,,2026-09-14T21:30:59Z,FOOD_AND_DRINKS
c79701d6-624e-5d34-b296-c081fd0d227e,ca246355-9a12-5b45-9caf-533a37eeac72,143.72,ticket purchase Bus Terminal CARD*9259,Bus Terminal,4121,2026-05-15T08:08:26Z,TRANSPORT
a2344851-da90-591d-b78e-e0610fbc28dd,02a48d61-604a-5c71-8f28-512913c2818a,5366.86,cash handling Transfer Servic recurring,SBP Transfer,6012,2026-06-28T10:36:42Z,BANKING_AND_FEES
b92b3c1c-4504-5bb5-9e5b-c96f56e1ff22,df729d4e-d30a-5e39-9ee2-552f0b4936dd,-529.11,refund APTEKA WELLNESS SUBSCRIPTION,APTEKA,,2026-05-22T12:09:53Z,HEALTH
c87a6a07-983b-509e-b006-92d3697e3dcc,5dd1120d-3617-502a-a5c8-e101e023c7d0,9790.96,store payment VKUSVILL CARD*4892,VKUSVILL,5411,2026-07-26T22:20:35Z,GROCERIES
c6fb752f-ad59-586f-b8d7-c42f9287e9af,5dd1120d-3617-502a-a5c8-e101e023c7d0,39939.3,account operation,Card Terminal,,2026-03-06T10:54:16Z,UNDEFINED
a15963b9-e1bc-55fd-b2dd-934b07065374,83b626f7-2c88-5f5a-aa7e-ebe79519bee2,28569.36,manual processing ONLINE,Card Terminal,,2026-11-11T08:23:18Z,UNDEFINED
57086cda-e554-5779-b26e-15e9a46c325a,c42ff710-b228-5868-b631-17b3b6cf3c5a,262.82,preauth MIR PAY * Kafe Romashka partial capture,Kafe Romashka,5812,2026-12-10T08:58:33Z,FOOD_AND_DRINKS
ee4c4d84-63b7-56b3-bc18-b79cb6f6c7e6,fd8649e0-2743-549e-9324-e822b738f7b4,212.95,TINKOFF PAY * UTAIR WEB,UTAIR WEB,4511,2026-04-22T09:55:43Z,TRANSPORT
12b51c23-3917-5b0d-a231-fd71b024a352,57cf6386-9351-5c35-a78c-790e95537200,-264.08,refund food market sbermarket,SBERMARKET,,2026-01-06T14:35:04Z,GROCERIES
24156946-c42a-5573-b140-148c32ec9a10,01949d4c-69e3-597d-aa8d-3635c05e8e54,189.64,TRANSPORT CARD monthly pass,TRANSPORT CARD,4511,2026-10-02T07:22:59Z,TRANSPORT
5aba8a25-4c4f-5a02-9b23-84b2624fc350,487cef14-6609-5c5d-8b48-642c202f71f6,1552.21,ALFA ACQ ВкусВилл delivery,ВкусВилл,,2026-09-10T22:09:19Z,GROCERIES
5432715d-b71d-5d1d-9292-c663ec9c3fe7,4c90340a-1912-536b-9606-e3c6a5afebc3,646.46,preauth Apteka 36.6 wellness subscription partial capture,Apteka 36.6,8021,2026-04-14T18:54:32Z,HEALTH
ca3d4b4d-92ca-5cda-94f4-8e978319d0d7,7bf49fae-ad5a-533f-926a-d1e19c7d7174,-399.11,refund card purchase skuratov inv72939 card*8557,Skuratov,5814,2026-06-12T10:42:41Z,FOOD_AND_DRINKS
e5fe9185-793d-5f48-b00f-e64711342a01,71fb6f0e-c6eb-59c7-bed5-6dcc8b352814,-333.82,reversal SBERPAY cash handling CARD2CARD,CARD2CARD,6011,2026-04-23T19:27:17Z,BANKING_AND_FEES
0bba8a6c-b779-59e5-8d33-9ebe321b44e3,df16b70a-ba5b-552d-aeaa-1fe007d60714,2412.63,COFEE BAR app order KAZAN TERM776909,COFEE BAR,5813,2026-05-24T22:04:46Z,FOOD_AND_DRINKS
f18bc1b4-c86c-54c7-91c9-b9d41c8d44cf,f22de108-81fd-5857-8df4-4267845b7d0f,50000.0,CASH HANDLING ATM CASH,ATM Cash,,2026-11-25T11:23:25Z,BANKING_AND_FEES
f70c42e7-bed6-569f-9ade-2c40a9c99407,c42ff710-b228-5868-b631-17b3b6cf3c5a,21436.62,account operation MOSCOW,Card Terminal,,2026-06-08T01:42:13Z,UNDEFINED
e5755492-66f7-5920-9ade-7e233efa823b,487cef14-6609-5c5d-8b48-642c202f71f6,1870.82,medical payment Inviтrо INSTALLMENT 11/11,Invitro,,2026-06-19T18:57:53Z,HEALTH
1e0454ec-9e6b-5021-81ed-ea0cf1f915ec,f22de108-81fd-5857-8df4-4267845b7d0f,491.39,psb acq klinika zdorovie telemedicine online term106918 INSTALLMENT 3/11,Klinika Zdorovie,8021,2026-03-12T17:45:52Z,HEALTH
833770ac-4692-515f-8688-dc94d68350e6,edcad412-cc91-5a58-bceb-91a282e95cd9,1878.4,UNITPAY clinic visit стоматология улыбка,Dental Klinik,8043,2026-01-19T10:03:10Z,HEALTH
2ef83d8a-04f6-5eda-b218-b47825e9437b,768d5adb-47bc-5b60-bb04-84c1948da582,25631.4,balance correction,Processing Center,,2026-06-15T19:37:04Z,UNDEFINED
254fc8d9-f434-5bf8-85fe-1e08980f47f1,c42ff710-b228-5868-b631-17b3b6cf3c5a,968.29,food market Azbuka Vkusa,Fermer Market,5411,2026-03-20T20:52:00Z,GROCERIES
339cd7b6-1f19-51a9-bc2b-b87dcb32071e,5b0e29a6-148a-547b-9800-9da0e3a5d32e,45891.64,transaction review MOSCOW,Processing Center,,2026-12-24T00:36:33Z,UNDEFINED
8a8eeaa4-d480-5add-9625-d128810e7b48,7bf49fae-ad5a-533f-926a-d1e19c7d7174,2580.01,event booking KARO,KARO,7999,2026-07-18T23:35:30Z,ENTERTAINMENT
82c7c135-c941-5bd2-9d0f-92c120e514c8,8c77383e-4a97-52c5-a98f-d5e19c1d31a5,3541.28,STEAM event booking CARD*4764,STEAM,7922,2026-09-20T22:43:45Z,ENTERTAINMENT
d1b6e5ca-0bb7-5476-9e5e-38317a9f767e,5dd1120d-3617-502a-a5c8-e101e023c7d0,8815.94,transaction review,Unknown Merchant,,2026-11-26T16:18:12Z,UNDEFINED
2146c874-98fb-53ce-8d3d-3fc372a7024f,00545921-da63-5912-ae5e-0555ba71b020,1759.53,UTILITY PROVIDER ONLINE CABINET recurring,ZhKH Kazan,9399,2026-07-10T10:00:47Z,BILLS_AND_GOVERNMENT
eb450a8f-2b92-5811-9705-a4d09154d751,9f67dda8-f440-5a90-9c67-d12cb1ea9da8,11963.16,misc adjustment recurring,Gosuslugi,9399,2026-02-15T08:07:51Z,BILLS_AND_GOVERNMENT
907d957a-58d2-5c46-94ff-981ee0355fa0,487cef14-6609-5c5d-8b48-642c202f71f6,-960.79,refund Vkusno takeaway UFA TERM913274 INV77916,Vkusno,5499,2026-11-23T12:51:20Z,FOOD_AND_DRINKS
cd7e25b9-ac88-551a-bcde-bfd78dde8d48,ca246355-9a12-5b45-9caf-533a37eeac72,421.18,servic fee BANK COMMISSION,BANK COMMISSION,6012,2026-08-24T12:15:47Z,BANKING_AND_FEES
81719ee7-c62b-55f6-993a-f1b121fcc622,768d5adb-47bc-5b60-bb04-84c1948da582,10812.59,account operation KAZAN,Card Terminal,,2026-10-05T01:33:51Z,UNDEFINED
b8f443b5-25d4-56df-a86e-4daab8f6cd10,ca246355-9a12-5b45-9caf-533a37eeac72,4654.75,CLOUDPAYMENTS medical payment Apteka Planeta,Apteka Planeta,8099,2026-05-06T16:16:15Z,HEALTH
488738ef-0d9c-519c-99c0-f4b71a9222fd,71fb6f0e-c6eb-59c7-bed5-6dcc8b352814,21156.11,PAYMENT GATEWAY * AMZN SPB TERM699166,AMZN,5651,2026-05-26T17:54:24Z,RETAIL_SHOPPING
d90966dd-2bde-5a63-9b85-f9e948e1d21d,37d230fb-fd3f-5800-bfae-dcf548da1fa5,-249.86,refund ROBOKASSA LUNCH Ресторан Волга SРВ TERM923481 INV40326,Ресторан Волга,5813,2026-08-27T22:06:28Z,FOOD_AND_DRINKS
e2e473d8-60ee-5d21-baff-b3c958fd7a84,2f49b439-5710-5b3a-85b6-7286f9c05024,7878.15,MOBILE TOPUP recurring bill,MOBILE TOPUP,4814,2026-03-15T08:20:43Z,BILLS_AND_GOVERNMENT
9a4b3c10-fe95-50cc-876e-ad2ced0baa9a,487cef14-6609-5c5d-8b48-642c202f71f6,616.71,STORE PAYMENT PYATEROCHKA CARD*2168,LENTA HYPER,5441,2026-12-09T21:41:25Z,GROCERIES
0fdba60a-07f6-5097-8906-398099be0bc9,768d5adb-47bc-5b60-bb04-84c1948da582,190.18,SHOKO APP ORDER INSTALLMENT 12/7,Shoko,5812,2026-02-04T09:59:56Z,FOOD_AND_DRINKS
01f91358-e28c-5b16-86f5-20d2ca218fa2,943dca49-0efd-5b76-aebc-06dd980c21d3,5233.87,utility bill payment Tax Service,Tax Service,6300,2026-11-05T07:33:53Z,BILLS_AND_GOVERNMENT
490086ee-a999-5e80-ae9a-10b47b9c6f21,edcad412-cc91-5a58-bceb-91a282e95cd9,-1519.4,reversal LUNCH SURFCOF UFA TERM241678,SURFCOF,5499,2026-09-10T14:30:34Z,FOOD_AND_DRINKS
86811389-5636-5e17-8e69-69e58cf042fc,3bcf1077-a7b4-55cb-a108-f70133053351,4082.22,ticket purchase CINEMA,CINEMA,7999,2026-08-10T20:51:18Z,ENTERTAINMENT
9f6a8a92-b99b-5b7f-aa58-a4a8c727645b,d120d33e-f0b7-5c9b-be1b-3c962e29c973,1207.79,store payment Yandeks Lavka,Yandeks Lavka,5441,2026-04-17T21:51:44Z,GROCERIES
b21c064a-0292-5630-95ab-631be8a8afd8,4c90340a-1912-536b-9606-e3c6a5afebc3,2741.89,INVITRO WELLNESS SUBSCRIPTION,INVITRO,8099,2026-08-07T13:01:09Z,HEALTH
2be98333-a9be-5b2d-8ca6-e0e5502df30a,2e343d42-eb8f-5b6d-9dae-5e6b2b69c56c,562.53,preauth CLOUDPAYMENTS TRANSPORT CARD TOP UP YANDEX GO partial capture,YANDEX GO,4131,2026-06-15T06:21:05Z,TRANSPORT
2550bc0f-7910-5464-a6dd-826616eb39a7,df16b70a-ba5b-552d-aeaa-1fe007d60714,5648.17,food market Samokat recurring,Samokat,5411,2026-07-28T07:47:02Z,GROCERIES
0486ba8a-70db-5cac-a03a-5248ea2f3bed,71fb6f0e-c6eb-59c7-bed5-6dcc8b352814,5800.41,event bookin Epic Games,STEAM,7922,2026-11-14T19:00:10Z,ENTERTAINMENT
b320cdd5-4814-59f1-b61b-d47c32eebb34,ff732ded-3c8e-59e4-8add-dcfca8046f5c,5330.92,grосеrу purchase Magnit recurring,Magnit,5441,2026-01-05T11:34:50Z,GROCERIES
bd8dab6d-3fbc-5a2b-a466-c42306367ed7,f22de108-81fd-5857-8df4-4267845b7d0f,7859.16,preauth Fermer Market delivery partial capture,Fermer Market,,2026-12-15T20:18:34Z,GROCERIES
26cb2f56-1f68-5f46-be29-1ba4ecd168bb,9f67dda8-f440-5a90-9c67-d12cb1ea9da8,47669.84,GOV PAY SERVICE PAYMENT CARD*3627,GOV PAY,5942,2026-06-15T07:49:40Z,BILLS_AND_GOVERNMENT
f56c3da0-65f0-5b71-9440-d62eb45b8dce,96b2591c-dbce-5b72-8f1c-2c6790da655e,701.78,club payment PS STORE MOSCOW TERM506313,Stim,5815,2026-11-11T21:42:04Z,ENTERTAINMENT
cff65af1-886d-5987-b480-7f505576962f,5dd1120d-3617-502a-a5c8-e101e023c7d0,21919.69,clinic visit Стоматология Улыбка,Стоматология Улыбка,8043,2026-01-12T11:38:45Z,HEALTH
ab930bde-26d0-51ce-bd7b-c2c57871cc3d,f22de108-81fd-5857-8df4-4267845b7d0f,1789.43,Surf Coffee app order INSTALLMENT 7/3,Surf Coffee,,2026-09-02T09:53:19Z,FOOD_AND_DRINKS
f38c4d09-34a1-519e-96fa-d4baedd58bb2,f22de108-81fd-5857-8df4-4267845b7d0f,1951.64,SBERPAY Налоговая Служба service payment,Налоговая Служба,4814,2026-10-15T12:57:20Z,BILLS_AND_GOVERNMENT
870ca18a-6a33-598a-92a7-653f7331ae1b,01949d4c-69e3-597d-aa8d-3635c05e8e54,36670.47,MIR PAY/Heliks,Heliks,,2026-07-01T08:18:38Z,HEALTH
